Title,IF,Q,Publisher,Category,5IF,TITLE Short,Type,Issn_1,Issn_2,None,Country,Region,Coverage,Categories,Areas
Turkish Journal of Biology,1.1,Q3,TUBITAK,BIOLOGY,1.5,TURK J BIOL,journal,13000152,,72/109,Turkey,Middle East,2006-2023,Agricultural and Biological Sciences (miscellaneous) (Q2); Cell Biology (Q4); Genetics (Q4); Microbiology (Q4); Molecular Biology (Q4); Physiology (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Biotechnology Journal,3.2,Q2,Wiley,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4.4,BIOTECHNOL J,journal,18607314,18606768,75/174,Germany,Western Europe,2006-2023,Applied Microbiology and Biotechnology (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q2),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
Canadian Entomologist,1.1,Q3,Cambridge University Press,ENTOMOLOGY,1,CAN ENTOMOL,journal,0008347X,19183240,63/109,United Kingdom,Western Europe,1868-2023,"Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3); Molecular Biology (Q4); Physiology (Q4); Structural Biology (Q4)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Hormone Molecular Biology and Clinical Investigation,1.1,Q4,Walter de Gruyter GmbH,BIOCHEMISTRY & MOLECULAR BIOLOGY,1.5,HORM MOL BIOL CLIN I,journal,18681883,18681891,295/313,Germany,Western Europe,2010-2023,"Endocrinology, Diabetes and Metabolism (Q3); Medicine (miscellaneous) (Q3); Endocrinology (Q4); Molecular Biology (Q4)","Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Planar Chromatography - Modern TLC,1.1,Q4,Research Institute for Medicinal Plants,"CHEMISTRY, ANALYTICAL",1.1,JPC-J PLANAR CHROMAT,journal,17890993,9334173,89/106,Hungary,Eastern Europe,1995-2023,Analytical Chemistry (Q3); Biochemistry (Q3); Clinical Biochemistry (Q3),"Biochemistry, Genetics and Molecular Biology; Chemistry"
Electrophoresis,3,Q2,Wiley,"CHEMISTRY, ANALYTICAL",2.8,ELECTROPHORESIS,journal,1730835,15222683,41/106,Germany,Western Europe,1980-2023,Analytical Chemistry (Q2); Biochemistry (Q3); Clinical Biochemistry (Q3),"Biochemistry, Genetics and Molecular Biology; Chemistry"
Journal of Laboratory Medicine,1.1,Q4,Walter de Gruyter GmbH,MEDICAL LABORATORY TECHNOLOGY,1,J LAB MED,journal,25679449,25679430,23/30,Germany,Western Europe,"1992, 2008-2009, 2012-2013, 2018-2023",Biochemistry (medical) (Q3); Discrete Mathematics and Combinatorics (Q3); Clinical Biochemistry (Q4),"Biochemistry, Genetics and Molecular Biology; Mathematics; Medicine"
Journal of Stem Cells and Regenerative Medicine,1.1,Q4,Nichi-Hepz Kenko (NHK) Services Private Limited,CELL & TISSUE ENGINEERING,1.2,J STEM CELLS REGEN,journal,9737154,,30/31,India,Asiatic Region,2010-2023,Biochemistry (Q3); Biotechnology (Q3); Cell Biology (Q4); Molecular Biology (Q4),"Biochemistry, Genetics and Molecular Biology"
Tropical Life Sciences Research,1.1,Q3,Universiti Sains Malaysia,BIOLOGY,1.3,TROP LIFE SCI RES,journal,19853718,21804249,72/109,Malaysia,Asiatic Region,2009-2023,"Agricultural and Biological Sciences (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
Bulletin du Cancer,1.1,Q4,John Libbey,ONCOLOGY,1,B CANCER,journal,74551,17696917,280/322,France,Western Europe,1966-2023,"Hematology (Q3); Medicine (miscellaneous) (Q3); Oncology (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Cancer Research (Q4)","Biochemistry, Genetics and Molecular Biology; Medicine"
Sovremennye Tehnologii v Medicine,1.1,Q4,Nizhny Novgorod State Medical Academy of the Ministry of Health of the Russian Federation,"MEDICINE, RESEARCH & EXPERIMENTAL",0.7,SOVREM TEHNOL MED,journal,20764243,,152/189,Russian Federation,Eastern Europe,2009-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)","Biochemistry, Genetics and Molecular Biology; Medicine"
Annals of Clinical and Laboratory Science,1.1,Q4,Association of Clinical Scientists,MEDICAL LABORATORY TECHNOLOGY,1.1,ANN CLIN LAB SCI,journal,917370,15508080,23/30,United States,Northern America,1971-2023,Hematology (Q3); Medical Laboratory Technology (Q3); Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Clinical Biochemistry (Q4); Immunology (Q4); Immunology and Allergy (Q4); Microbiology (Q4); Molecular Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Health Professions; Immunology and Microbiology; Medicine"
Biochemistry (Moscow) Supplement Series A: Membrane and Cell Biology,1.1,Q4,Pleiades Publishing,CELL BIOLOGY,0.7,BIOCHEM MOSC SUPPL A,journal,19907478,19907494,199/205,United States,Northern America,2007-2023,Biochemistry (Q4); Biophysics (Q4); Cell Biology (Q4),"Biochemistry, Genetics and Molecular Biology"
Egyptian Journal of Chemistry,1.1,Q3,NIDOC (Nat.Inform.Document.Centre),"CHEMISTRY, MULTIDISCIPLINARY",1.3,EGYPT J CHEM,journal,4492285,23570245,167/230,Egypt,Africa/Middle East,2004-2023,Biochemistry (medical) (Q3); Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Chemistry (Q3); Materials Science (miscellaneous) (Q3); Biochemistry (Q4),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science; Medicine"
"Mitochondrial DNA Part A: DNA Mapping, Sequencing, and Analysis",1.1,Q4,Taylor and Francis Ltd.,GENETICS & HEREDITY,1.3,MITOCHONDRIAL DNA A,journal,24701394,24701408,167/191,United Kingdom,Western Europe,2016-2023,Genetics (Q4); Molecular Biology (Q4),"Biochemistry, Genetics and Molecular Biology"
Ultrastructural Pathology,1.1,Q4,Informa Healthcare,PATHOLOGY,1.2,ULTRASTRUCT PATHOL,journal,15210758,1913123,67/88,United Kingdom,Western Europe,1980-2023,Pathology and Forensic Medicine (Q3); Structural Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Folia Biologica,1.1,Q4,Charles University,ONCOLOGY,1.2,FOLIA BIOL-PRAGUE,journal,25337602,155500,280/322,Czech Republic,Eastern Europe,1961-2023,Medicine (miscellaneous) (Q3); Biochemistry (Q4); Cell Biology (Q4); Developmental Biology (Q4); Genetics (Q4); Immunology (Q4); Molecular Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
"Nucleosides, Nucleotides and Nucleic Acids",1.1,Q4,Taylor and Francis Ltd.,BIOCHEMISTRY & MOLECULAR BIOLOGY,1.2,NUCLEOS NUCLEOT NUCL,journal,15257770,15322335,295/313,United States,Northern America,2000-2023,Medicine (miscellaneous) (Q3); Biochemistry (Q4); Genetics (Q4); Molecular Medicine (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Vitis - Journal of Grapevine Research,1.1,Q3,Bundesanstalt fur Zuchtungsforschung an Kulturpflanzen,HORTICULTURE,1.3,VITIS,journal,427500,,24/38,Germany,Western Europe,"1981, 1984-1985, 1993-2023",Horticulture (Q3); Genetics (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Silvae Genetica,1.1,Q4,J.D. Sauerlander Verlag,GENETICS & HEREDITY,0.9,SILVAE GENET,journal,375349,,167/191,Germany,Western Europe,"1991, 1993-1994, 1996-2023",Forestry (Q3); Genetics (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Analytical and Bioanalytical Chemistry Research,1.1,Q4,Iranian Chemical Society,"CHEMISTRY, ANALYTICAL",1.2,ANAL BIOANAL CHEM RE,journal,2383093X,,89/106,Iran,Middle East,2014-2023,Analytical Chemistry (Q4); Biochemistry (Q4); Spectroscopy (Q4),"Biochemistry, Genetics and Molecular Biology; Chemistry"
Russian Journal of Bioorganic Chemistry,1.1,Q4,Pleiades Publishing,"CHEMISTRY, ORGANIC",1,RUSS J BIOORG CHEM+,journal,10681620,1608330X,46/58,United States,Northern America,1996-2023,Biochemistry (Q4); Organic Chemistry (Q4),"Biochemistry, Genetics and Molecular Biology; Chemistry"
AIMS Biophysics,1.1,Q4,AIMS Press,BIOPHYSICS,1,AIMS BIOPHYS,journal,23779098,,68/77,United States,Northern America,2014-2023,Biochemistry (Q4); Biophysics (Q4); Molecular Biology (Q4); Structural Biology (Q4),"Biochemistry, Genetics and Molecular Biology"
African Journal of AIDS Research,1.1,Q4,Taylor and Francis Ltd.,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",1.3,AJAR-AFR J AIDS RES,journal,17279445,16085906,331/403,United Kingdom,Western Europe,2003-2023,"Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Virology (Q3)",Immunology and Microbiology; Medicine
Acta Virologica,1.1,Q4,Frontiers Media SA,VIROLOGY,1.2,ACTA VIROL,journal,13362305,0001723X,38/41,Slovakia,Eastern Europe,1957-2023,Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Virology (Q4),Immunology and Microbiology; Medicine
Iranian Journal of Immunology,1.1,Q4,Shiraz University of Medical Sciences,IMMUNOLOGY,1.2,IRAN J IMMUNOL,journal,17351383,1735367X,167/181,Iran,Middle East,2006-2023,Medicine (miscellaneous) (Q3); Immunology (Q4); Immunology and Allergy (Q4),Immunology and Microbiology; Medicine
Helminthologia,1.1,Q3,De Gruyter Open Ltd.,ZOOLOGY,1,HELMINTHOLOGIA,journal,4406605,13369083,96/180,Poland,Eastern Europe,"1979-1980, 1996-2023",Animal Science and Zoology (Q3); Parasitology (Q3),Agricultural and Biological Sciences; Immunology and Microbiology
Advances in Virology,1.1,Q4,Hindawi Publishing Corporation,VIROLOGY,1.2,ADV VIROL,journal,16878639,16878647,38/41,United States,Northern America,2009-2023,Infectious Diseases (Q3); Virology (Q4),Immunology and Microbiology; Medicine
Mikrobiyoloji Bulteni,1.1,Q4,Ankara Microbiology Society,MICROBIOLOGY,0.9,MIKROBIYOL BUL,journal,3749096,,147/161,Turkey,Middle East,1973-2023,Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Microbiology (medical) (Q4),Immunology and Microbiology; Medicine
Molecular and Cellular Toxicology,1.1,Q4,Springer Nature,TOXICOLOGY,1.1,MOL CELL TOXICOL,journal,20928467,1738642X,100/106,Germany,Western Europe,2010-2023,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Health, Toxicology and Mutagenesis (Q3); Pathology and Forensic Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3)","Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Current Drug Safety,1.1,Q4,Bentham Science Publishers B.V.,PHARMACOLOGY & PHARMACY,1.5,CURR DRUG SAF,journal,22123911,15748863,296/354,United Arab Emirates,Middle East,2006-2023,Pharmacology (Q3); Pharmacology (medical) (Q3); Toxicology (Q3),"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Journal of Pharmacy Technology,1.1,Q4,SAGE Publications Inc.,PHARMACOLOGY & PHARMACY,1.4,J PHARM TECHNOL,journal,15494810,87551225,296/354,United States,Northern America,1989-2023,Pharmaceutical Science (Q3),"Pharmacology, Toxicology and Pharmaceutics"
Pharmacia,1.1,Q4,Pensoft Publishers,PHARMACOLOGY & PHARMACY,1,PHARMACIA,journal,4280296,,296/354,Bulgaria,Eastern Europe,"1945, 1954-1955, 1987-1991, 1997-2023",Pharmacy (Q2); Pharmaceutical Science (Q3); Pharmacology (medical) (Q3),"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Doklady Physical Chemistry,1.1,Q4,Pleiades Publishing,"CHEMISTRY, PHYSICAL",0.7,DOKL PHYS CHEM,journal,125016,16083121,169/178,United States,Northern America,1996-2023,Physical and Theoretical Chemistry (Q4),Chemistry
ChemPhotoChem,3,Q3,Wiley,"CHEMISTRY, PHYSICAL",3.4,CHEMPHOTOCHEM,journal,23670932,,94/178,Germany,Western Europe,2017-2023,Analytical Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1),Chemistry
Sleep and Biological Rhythms,1,Q4,Springer Nature,NEUROSCIENCES,1.2,SLEEP BIOL RHYTHMS,journal,14469235,14798425,288/310,United States,Northern America,2003-2023,Neurology (Q3); Neuropsychology and Physiological Psychology (Q3); Physiology (Q3); Physiology (medical) (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Psychology"
Journal of Crop Improvement,1,Q3,Taylor and Francis Ltd.,PLANT SCIENCES,1.4,J CROP IMPROV,journal,15427528,15427536,194/265,United States,Northern America,2004-2023,Agronomy and Crop Science (Q2); Plant Science (Q2); Soil Science (Q2); Genetics (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Plant Root,1,Q3,Japanese Society for Root Research,PLANT SCIENCES,0.8,PLANT ROOT,journal,18816754,,194/265,Japan,Asiatic Region,2008-2023,"Agronomy and Crop Science (Q2); Plant Science (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
International Journal of Developmental Biology,1,Q4,University of the Basque Country Press,DEVELOPMENTAL BIOLOGY,1.6,INT J DEV BIOL,journal,2146282,,36/39,Spain,Western Europe,1989-2023,Embryology (Q3); Developmental Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Protein and Peptide Letters,1,Q4,Bentham Science Publishers B.V.,BIOCHEMISTRY & MOLECULAR BIOLOGY,1.5,PROTEIN PEPTIDE LETT,journal,9298665,18755305,299/313,Netherlands,Western Europe,1994-2023,Biochemistry (Q3); Medicine (miscellaneous) (Q3); Structural Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Clinical Pediatric Endocrinology,1,Q4,Jeff Corporation Co. Ltd,ENDOCRINOLOGY & METABOLISM,1.2,CLIN PEDIATR ENDOCRI,journal,9185739,13477358,158/186,Japan,Asiatic Region,1992-2023,"Endocrinology, Diabetes and Metabolism (Q3); Pediatrics, Perinatology and Child Health (Q3); Endocrinology (Q4)","Biochemistry, Genetics and Molecular Biology; Medicine"
Laboratory Medicine,1,Q4,Oxford University Press,MEDICAL LABORATORY TECHNOLOGY,1.1,LAB MED,journal,75027,,26/30,United Kingdom,Western Europe,"1973-1975, 1985-2023",Biochemistry (medical) (Q3); Clinical Biochemistry (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
African Journal of Laboratory Medicine,1,Q4,AOSIS (Pty) Ltd,"MEDICINE, RESEARCH & EXPERIMENTAL",1.2,AFR J LAB MED,journal,22252002,22252010,156/189,South Africa,Africa,"2014, 2016-2023","Medical Laboratory Technology (Q3); Public Health, Environmental and Occupational Health (Q3); Clinical Biochemistry (Q4)","Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
Biological Rhythm Research,1,Q4,Taylor and Francis Ltd.,PHYSIOLOGY,1,BIOL RHYTHM RES,journal,17444179,9291016,77/85,United Kingdom,Western Europe,1994-2023,"Ecology, Evolution, Behavior and Systematics (Q3); Physiology (Q4); Physiology (medical) (Q4)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
Comparative Cytogenetics,1,Q3,Pensoft Publishers,ZOOLOGY,1,COMP CYTOGENET,journal,1993078X,19930771,105/180,Bulgaria,Eastern Europe,2010-2023,Animal Science and Zoology (Q3); Biotechnology (Q3); Insect Science (Q3); Plant Science (Q3); Genetics (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Genes and Genetic Systems,1,Q4,Genetics Society of Japan,GENETICS & HEREDITY,1.4,GENES GENET SYST,journal,13417568,18805779,171/191,Japan,Asiatic Region,1996-2023,Medicine (miscellaneous) (Q3); Genetics (Q4); Molecular Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Indian Journal of Genetics and Plant Breeding,1,Q3,Indian Society of Genetics &amp; Plant Breeding.,PLANT SCIENCES,0.9,INDIAN J GENET PL BR,journal,9756906,195200,194/265,India,Asiatic Region,2008-2023,Plant Science (Q3); Genetics (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
All Life,1,Q3,Taylor and Francis Ltd.,MULTIDISCIPLINARY SCIENCES,1,ALL LIFE,journal,26895293,26895307,79/134,United Kingdom,Western Europe,2020-2023,"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Neuroscience (miscellaneous) (Q4)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Neuroscience"
Journal of Liquid Chromatography and Related Technologies,1,Q4,Taylor and Francis Ltd.,"CHEMISTRY, ANALYTICAL",1.4,J LIQ CHROMATOGR R T,journal,1520572X,10826076,92/106,United States,Northern America,1996-2023,Analytical Chemistry (Q3); Pharmaceutical Science (Q3); Biochemistry (Q4); Clinical Biochemistry (Q4),"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
Biomedical and Biotechnology Research Journal,1,Q4,Wolters Kluwer Medknow Publications,"MEDICINE, RESEARCH & EXPERIMENTAL",1,BIOMED BIOTECH RES J,journal,25889842,25889834,156/189,India,Asiatic Region,"2017, 2020-2023",Biotechnology (Q3),"Biochemistry, Genetics and Molecular Biology"
Expert Review of Precision Medicine and Drug Development,1,Q4,Taylor and Francis Ltd.,PHARMACOLOGY & PHARMACY,1.3,EXPERT REV PRECIS ME,journal,23808993,,301/354,United Kingdom,Western Europe,2016-2023,Pharmacology (Q3); Drug Discovery (Q4); Genetics (Q4); Molecular Medicine (Q4),"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
Applied Biochemistry and Microbiology,1,Q4,Pleiades Publishing,MICROBIOLOGY,1,APPL BIOCHEM MICRO+,journal,16083024,36838,149/161,United States,Northern America,"1970, 1972-1980, 1987, 1996-2023",Applied Microbiology and Biotechnology (Q3); Biochemistry (Q4),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Biorheology,1,Q4,IOS Press BV,HEMATOLOGY,1.7,BIORHEOLOGY,journal,18785034,0006355X,82/97,Netherlands,Western Europe,"1965-2021, 2023",Physiology (Q4); Physiology (medical) (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Digest Journal of Nanomaterials and Biostructures,1,Q4,S.C. Virtual Company of Physics S.R.L,NANOSCIENCE & NANOTECHNOLOGY,1,DIG J NANOMATER BIOS,journal,18423582,,126/140,Romania,Eastern Europe,2009-2023,"Atomic and Molecular Physics, and Optics (Q4); Biomedical Engineering (Q4); Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4); Nanoscience and Nanotechnology (Q4); Physical and Theoretical Chemistry (Q4); Structural Biology (Q4)","Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Materials Science; Physics and Astronomy"
Journal of Parasitology,1,Q4,American Society of Parasitologists,PARASITOLOGY,1.1,J PARASITOL,journal,19372345,223395,38/45,United States,Northern America,1945-2023,"Ecology, Evolution, Behavior and Systematics (Q3); Medicine (miscellaneous) (Q3); Parasitology (Q3)",Agricultural and Biological Sciences; Immunology and Microbiology; Medicine
Systematic Parasitology,1,Q4,Springer Nature,PARASITOLOGY,1,SYST PARASITOL,journal,15735192,1655752,38/45,Netherlands,Western Europe,1979-2023,Parasitology (Q3),Immunology and Microbiology
Water S.A.,1,Q4,South African Water Research Commission,WATER RESOURCES,1.2,WATER SA,journal,18167950,3784738,108/127,South Africa,Africa,1976-2023,"Applied Microbiology and Biotechnology (Q3); Management, Monitoring, Policy and Law (Q3); Waste Management and Disposal (Q3); Water Science and Technology (Q3)",Environmental Science; Immunology and Microbiology
